76.0,75.0,74.0,74.0,74.0,74.0,75.0,76.0,76.0,77.0,76.0,76.0,76.0,77.0,80.61609846644231,59.758424326393936,93.37511304170265,93.37511304170265,93.37511304170265,93.37511304170265,59.758424326393936,80.61609846644231,80.61609846644231,75.98799027309389,80.61609846644231,80.61609846644231,80.61609846644231,75.98799027309389,77.0,77.0,78.0,78.0,78.0,79.0,79.0
75.0,74.0,74.0,74.0,74.0,75.0,76.0,76.0,77.0,76.0,76.0,76.0,77.0,77.0,59.758424326393936,93.37511304170265,93.37511304170265,93.37511304170265,93.37511304170265,59.758424326393936,80.61609846644231,80.61609846644231,75.98799027309389,80.61609846644231,80.61609846644231,80.61609846644231,75.98799027309389,75.98799027309389,77.0,78.0,78.0,78.0,79.0,79.0,79.0
74.0,74.0,74.0,74.0,75.0,76.0,76.0,77.0,76.0,76.0,76.0,77.0,77.0,77.0,93.37511304170265,93.37511304170265,93.37511304170265,93.37511304170265,59.758424326393936,80.61609846644231,80.61609846644231,75.98799027309389,80.61609846644231,80.61609846644231,80.61609846644231,75.98799027309389,75.98799027309389,75.98799027309389,78.0,78.0,78.0,79.0,79.0,79.0,80.0
74.0,74.0,74.0,75.0,76.0,76.0,77.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,93.37511304170265,93.37511304170265,93.37511304170265,59.758424326393936,80.61609846644231,80.61609846644231,75.98799027309389,80.61609846644231,80.61609846644231,80.61609846644231,75.98799027309389,75.98799027309389,75.98799027309389,100.51420740610749,78.0,78.0,79.0,79.0,79.0,80.0,80.0
74.0,74.0,75.0,76.0,76.0,77.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,93.37511304170265,93.37511304170265,59.758424326393936,80.61609846644231,80.61609846644231,75.98799027309389,80.61609846644231,80.61609846644231,80.61609846644231,75.98799027309389,75.98799027309389,75.98799027309389,100.51420740610749,100.51420740610749,78.0,79.0,79.0,79.0,80.0,80.0,81.0
74.0,75.0,76.0,76.0,77.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,93.37511304170265,59.758424326393936,80.61609846644231,80.61609846644231,75.98799027309389,80.61609846644231,80.61609846644231,80.61609846644231,75.98799027309389,75.98799027309389,75.98799027309389,100.51420740610749,100.51420740610749,100.51420740610749,79.0,79.0,79.0,80.0,80.0,81.0,81.0
75.0,76.0,76.0,77.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,59.758424326393936,80.61609846644231,80.61609846644231,75.98799027309389,80.61609846644231,80.61609846644231,80.61609846644231,75.98799027309389,75.98799027309389,75.98799027309389,100.51420740610749,100.51420740610749,100.51420740610749,147.83602401848833,79.0,79.0,80.0,80.0,81.0,81.0,82.0
76.0,76.0,77.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,80.61609846644231,80.61609846644231,75.98799027309389,80.61609846644231,80.61609846644231,80.61609846644231,75.98799027309389,75.98799027309389,75.98799027309389,100.51420740610749,100.51420740610749,100.51420740610749,147.83602401848833,147.83602401848833,79.0,80.0,80.0,81.0,81.0,82.0,81.0
76.0,77.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.61609846644231,75.98799027309389,80.61609846644231,80.61609846644231,80.61609846644231,75.98799027309389,75.98799027309389,75.98799027309389,100.51420740610749,100.51420740610749,100.51420740610749,147.83602401848833,147.83602401848833,147.83602401848833,80.0,80.0,81.0,81.0,82.0,81.0,80.0
77.0,76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,75.98799027309389,80.61609846644231,80.61609846644231,80.61609846644231,75.98799027309389,75.98799027309389,75.98799027309389,100.51420740610749,100.51420740610749,100.51420740610749,147.83602401848833,147.83602401848833,147.83602401848833,114.93708067965285,80.0,81.0,81.0,82.0,81.0,80.0,81.0
76.0,76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.61609846644231,80.61609846644231,80.61609846644231,75.98799027309389,75.98799027309389,75.98799027309389,100.51420740610749,100.51420740610749,100.51420740610749,147.83602401848833,147.83602401848833,147.83602401848833,114.93708067965285,114.93708067965285,81.0,81.0,82.0,81.0,80.0,81.0,80.0
76.0,76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,81.0,80.61609846644231,80.61609846644231,75.98799027309389,75.98799027309389,75.98799027309389,100.51420740610749,100.51420740610749,100.51420740610749,147.83602401848833,147.83602401848833,147.83602401848833,114.93708067965285,114.93708067965285,122.68940961940743,81.0,82.0,81.0,80.0,81.0,80.0,79.0
76.0,77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,81.0,81.0,80.61609846644231,75.98799027309389,75.98799027309389,75.98799027309389,100.51420740610749,100.51420740610749,100.51420740610749,147.83602401848833,147.83602401848833,147.83602401848833,114.93708067965285,114.93708067965285,122.68940961940743,122.68940961940743,82.0,81.0,80.0,81.0,80.0,79.0,80.0
77.0,77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,81.0,81.0,82.0,75.98799027309389,75.98799027309389,75.98799027309389,100.51420740610749,100.51420740610749,100.51420740610749,147.83602401848833,147.83602401848833,147.83602401848833,114.93708067965285,114.93708067965285,122.68940961940743,122.68940961940743,144.3311540331621,81.0,80.0,81.0,80.0,79.0,80.0,80.0
77.0,77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,81.0,81.0,82.0,81.0,75.98799027309389,75.98799027309389,100.51420740610749,100.51420740610749,100.51420740610749,147.83602401848833,147.83602401848833,147.83602401848833,114.93708067965285,114.93708067965285,122.68940961940743,122.68940961940743,144.3311540331621,122.68940961940743,80.0,81.0,80.0,79.0,80.0,80.0,79.0
77.0,78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,81.0,81.0,82.0,81.0,80.0,75.98799027309389,100.51420740610749,100.51420740610749,100.51420740610749,147.83602401848833,147.83602401848833,147.83602401848833,114.93708067965285,114.93708067965285,122.68940961940743,122.68940961940743,144.3311540331621,122.68940961940743,114.93708067965285,81.0,80.0,79.0,80.0,80.0,79.0,78.0
78.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,81.0,81.0,82.0,81.0,80.0,81.0,100.51420740610749,100.51420740610749,100.51420740610749,147.83602401848833,147.83602401848833,147.83602401848833,114.93708067965285,114.93708067965285,122.68940961940743,122.68940961940743,144.3311540331621,122.68940961940743,114.93708067965285,122.68940961940743,80.0,79.0,80.0,80.0,79.0,78.0,79.0
78.0,78.0,79.0,79.0,79.0,80.0,80.0,81.0,81.0,82.0,81.0,80.0,81.0,80.0,100.51420740610749,100.51420740610749,147.83602401848833,147.83602401848833,147.83602401848833,114.93708067965285,114.93708067965285,122.68940961940743,122.68940961940743,144.3311540331621,122.68940961940743,114.93708067965285,122.68940961940743,114.93708067965285,79.0,80.0,80.0,79.0,78.0,79.0,79.0
78.0,79.0,79.0,79.0,80.0,80.0,81.0,81.0,82.0,81.0,80.0,81.0,80.0,79.0,100.51420740610749,147.83602401848833,147.83602401848833,147.83602401848833,114.93708067965285,114.93708067965285,122.68940961940743,122.68940961940743,144.3311540331621,122.68940961940743,114.93708067965285,122.68940961940743,114.93708067965285,147.83602401848833,80.0,80.0,79.0,78.0,79.0,79.0,80.0
79.0,79.0,79.0,80.0,80.0,81.0,81.0,82.0,81.0,80.0,81.0,80.0,79.0,80.0,147.83602401848833,147.83602401848833,147.83602401848833,114.93708067965285,114.93708067965285,122.68940961940743,122.68940961940743,144.3311540331621,122.68940961940743,114.93708067965285,122.68940961940743,114.93708067965285,147.83602401848833,114.93708067965285,80.0,79.0,78.0,79.0,79.0,80.0,81.0
79.0,79.0,80.0,80.0,81.0,81.0,82.0,81.0,80.0,81.0,80.0,79.0,80.0,80.0,147.83602401848833,147.83602401848833,114.93708067965285,114.93708067965285,122.68940961940743,122.68940961940743,144.3311540331621,122.68940961940743,114.93708067965285,122.68940961940743,114.93708067965285,147.83602401848833,114.93708067965285,114.93708067965285,79.0,78.0,79.0,79.0,80.0,81.0,81.0
79.0,80.0,80.0,81.0,81.0,82.0,81.0,80.0,81.0,80.0,79.0,80.0,80.0,79.0,147.83602401848833,114.93708067965285,114.93708067965285,122.68940961940743,122.68940961940743,144.3311540331621,122.68940961940743,114.93708067965285,122.68940961940743,114.93708067965285,147.83602401848833,114.93708067965285,114.93708067965285,147.83602401848833,78.0,79.0,79.0,80.0,81.0,81.0,82.0
80.0,80.0,81.0,81.0,82.0,81.0,80.0,81.0,80.0,79.0,80.0,80.0,79.0,78.0,114.93708067965285,114.93708067965285,122.68940961940743,122.68940961940743,144.3311540331621,122.68940961940743,114.93708067965285,122.68940961940743,114.93708067965285,147.83602401848833,114.93708067965285,114.93708067965285,147.83602401848833,100.51420740610749,79.0,79.0,80.0,81.0,81.0,82.0,82.0
80.0,81.0,81.0,82.0,81.0,80.0,81.0,80.0,79.0,80.0,80.0,79.0,78.0,79.0,114.93708067965285,122.68940961940743,122.68940961940743,144.3311540331621,122.68940961940743,114.93708067965285,122.68940961940743,114.93708067965285,147.83602401848833,114.93708067965285,114.93708067965285,147.83602401848833,100.51420740610749,147.83602401848833,79.0,80.0,81.0,81.0,82.0,82.0,81.0
